frequency,wind_speed,distance,wind_direction,flow_resistivity,Nord2000 (delhom),Acventum (delhom),BE2 (Iso9613),Iso9613 (windPro),Nord2000 (windPro),geometric_div
100,3,1500,180,12.5,-0.1,0.342,-8.513,-5.618,-7.258,-74.53243398
125,3,1500,180,12.5,-0.3,-0.878,-8.858,-5.618,-8.358,-74.53243398
160,3,1500,180,12.5,-0.6,-2.428,-9.107,-5.618,-9.758,-74.53243398
200,3,1500,180,12.5,-1,-4.008,-10.487,-7.768,-10.558,-74.53243398
250,3,1500,180,12.5,-1.4,-5.698,-10.927,-7.768,-10.958,-74.53243398
315,3,1500,180,12.5,-5.7,-7.458,-11.447,-7.768,-11.458,-74.53243398
400,3,1500,180,12.5,-10.9,-9.328,-10.45,-5.678,-11.858,-74.53243398
500,3,1500,180,12.5,-16.8,-11.148,-11.026,-5.678,-12.158,-74.53243398
630,3,1500,180,12.5,-19.7,-13.198,-11.558,-5.678,-12.458,-74.53243398
800,3,1500,180,12.5,-22.4,-15.778,-12.235,-6.238,-13.158,-74.53243398
1000,3,1500,180,12.5,-25.3,-18.938,-13.258,-6.238,-14.358,-74.53243398
1250,3,1500,180,12.5,-28.7,-23.458,-14.65,-6.238,-16.058,-74.53243398
1600,3,1500,180,12.5,-33.4,-30.998,-16.839,-14.258,-18.658,-74.53243398
2000,3,1500,180,12.5,-40.6,-41.558,-20.359,-14.258,-22.658,-74.53243398
2500,3,1500,180,12.5,-50.1,-57.748,-25.929,-14.258,-28.558,-74.53243398
3150,3,1500,180,12.5,-64.5,-83.848,-34.757,-45.518,-37.658,-74.53243398
4000,3,1500,180,12.5,-87.2,-126.358,-48.629,-45.518,-51.058,-74.53243398
5000,3,1500,180,12.5,-123,-188.288,-72.607,-45.518,-70.258,-74.53243398
6300,3,1500,180,12.5,-173.2,-286.898,-104.137,-162.798,-95.558,-74.53243398
8000,3,1500,180,12.5,-248.6,-443.988,-105.648,-162.798,-124.758,-74.53243398
10000,3,1500,180,12.5,-359,-663.758,-105.667,-162.798,-149.258,-74.53243398
50,5,1500,0,12.5,0.2,5.382,-4.827,2.822,-4.458,-74.53243398
63,5,1500,0,12.5,0.2,4.742,-4.861,2.822,-5.158,-74.53243398
80,5,1500,0,12.5,0.1,3.982,-4.952,2.822,-5.158,-74.53243398
100,5,1500,0,12.5,-0.1,0.222,-5.313,-5.618,-4.358,-74.53243398
125,5,1500,0,12.5,-0.3,-0.598,-5.658,-5.618,-2.858,-74.53243398
160,5,1500,0,12.5,-0.6,-1.568,-6.007,-5.618,-1.158,-74.53243398
200,5,1500,0,12.5,-1,-2.448,-7.287,-7.768,0.242,-74.53243398
250,5,1500,0,12.5,-1.5,-3.288,-7.727,-7.768,1.142,-74.53243398
315,5,1500,0,12.5,-6.6,-4.098,-8.247,-7.768,1.142,-74.53243398
400,5,1500,0,12.5,-9.7,-4.888,-7.35,-5.678,0.042,-74.53243398
500,5,1500,0,12.5,-16,-5.618,-7.826,-5.678,-2.158,-74.53243398
630,5,1500,0,12.5,-18.9,-6.408,-8.358,-5.678,-3.358,-74.53243398
800,5,1500,0,12.5,-21.7,-7.358,-9.035,-6.238,-4.158,-74.53243398
1000,5,1500,0,12.5,-24.4,-8.478,-10.058,-6.238,-5.358,-74.53243398
1250,5,1500,0,12.5,-27.6,-10.008,-11.45,-6.238,-7.058,-74.53243398
1600,5,1500,0,12.5,-32,-12.448,-13.639,-14.258,-9.558,-74.53243398
2000,5,1500,0,12.5,-38.5,-15.798,-17.159,-14.258,-13.458,-74.53243398
2500,5,1500,0,12.5,-47,-20.818,-22.729,-14.258,-19.458,-74.53243398
3150,5,1500,0,12.5,-59.9,-28.818,-31.557,-45.518,-28.558,-74.53243398
4000,5,1500,0,12.5,-80.3,-41.758,-45.529,-45.518,-42.058,-74.53243398
5000,5,1500,0,12.5,-112.6,-60.518,-69.407,-45.518,-61.258,-74.53243398
6300,5,1500,0,12.5,-158.6,-90.308,-102.937,-162.798,-86.658,-74.53243398
8000,5,1500,0,12.5,-229.4,-137.668,-105.648,-162.798,-115.958,-74.53243398
10000,5,1500,0,12.5,-336.1,-203.848,-105.667,-162.798,-140.558,-74.53243398
50,5,1500,90,12.5,0.2,5.332,-5.327,2.822,-5.658,-74.53243398
63,5,1500,90,12.5,0.2,4.722,-5.361,2.822,-6.458,-74.53243398
80,5,1500,90,12.5,0.1,4.032,-5.452,2.822,-6.858,-74.53243398
100,5,1500,90,12.5,-0.1,0.352,-5.813,-5.618,-7.258,-74.53243398
125,5,1500,90,12.5,-0.3,-0.358,-6.058,-5.618,-7.358,-74.53243398
160,5,1500,90,12.5,-0.6,-1.138,-6.407,-5.618,-6.958,-74.53243398
200,5,1500,90,12.5,-1,-1.798,-7.787,-7.768,-6.258,-74.53243398
250,5,1500,90,12.5,-1.5,-2.388,-8.227,-7.768,-5.458,-74.53243398
315,5,1500,90,12.5,-6.3,-2.908,-8.747,-7.768,-4.458,-74.53243398
400,5,1500,90,12.5,-10.4,-3.358,-7.75,-5.678,-3.558,-74.53243398
500,5,1500,90,12.5,-16.3,-3.748,-8.326,-5.678,-2.958,-74.53243398
630,5,1500,90,12.5,-19.2,-4.148,-8.858,-5.678,-3.058,-74.53243398
800,5,1500,90,12.5,-21.9,-4.598,-9.535,-6.238,-3.858,-74.53243398
1000,5,1500,90,12.5,-24.6,-5.078,-10.558,-6.238,-5.158,-74.53243398
1250,5,1500,90,12.5,-27.8,-5.688,-11.95,-6.238,-7.058,-74.53243398
1600,5,1500,90,12.5,-32.2,-6.548,-14.139,-14.258,-9.558,-74.53243398
2000,5,1500,90,12.5,-38.7,-7.658,-17.659,-14.258,-13.458,-74.53243398
2500,5,1500,90,12.5,-47.2,-9.228,-23.229,-14.258,-19.458,-74.53243398
3150,5,1500,90,12.5,-60.1,-11.628,-32.057,-45.518,-28.558,-74.53243398
4000,5,1500,90,12.5,-80.4,-15.418,-45.929,-45.518,-42.058,-74.53243398
5000,5,1500,90,12.5,-112.8,-20.818,-69.907,-45.518,-61.258,-74.53243398
6300,5,1500,90,12.5,-158.8,-29.298,-103.137,-162.798,-86.658,-74.53243398
8000,5,1500,90,12.5,-229.5,-42.698,-105.648,-162.798,-115.958,-74.53243398
10000,5,1500,90,12.5,-336.3,-61.338,-105.667,-162.798,-140.558,-74.53243398
50,5,1500,180,12.5,0.2,12.362,-8.027,2.822,-5.258,-74.53243398
63,5,1500,180,12.5,0.2,11.452,-8.061,2.822,-5.258,-74.53243398
80,5,1500,180,12.5,0.1,10.232,-8.152,2.822,-5.758,-74.53243398
100,5,1500,180,12.5,-0.1,5.892,-8.513,-5.618,-7.058,-74.53243398
125,5,1500,180,12.5,-0.3,4.142,-8.858,-5.618,-8.158,-74.53243398
160,5,1500,180,12.5,-0.6,1.812,-9.107,-5.618,-8.558,-74.53243398
200,5,1500,180,12.5,-1,-0.698,-10.487,-7.768,-10.158,-74.53243398
250,5,1500,180,12.5,-1.5,-3.508,-10.927,-7.768,-11.258,-74.53243398
315,5,1500,180,12.5,-6.2,-6.538,-11.447,-7.768,-12.458,-74.53243398
400,5,1500,180,12.5,-10.5,-9.878,-10.45,-5.678,-12.958,-74.53243398
500,5,1500,180,12.5,-16.3,-13.158,-11.026,-5.678,-13.858,-74.53243398
630,5,1500,180,12.5,-19.2,-16.888,-11.558,-5.678,-14.858,-74.53243398
800,5,1500,180,12.5,-21.9,-21.638,-12.235,-6.238,-15.958,-74.53243398
1000,5,1500,180,12.5,-24.6,-27.518,-13.258,-6.238,-17.358,-74.53243398
1250,5,1500,180,12.5,-27.8,-36.048,-14.65,-6.238,-19.258,-74.53243398
1600,5,1500,180,12.5,-32.2,-50.388,-16.839,-14.258,-22.158,-74.53243398
2000,5,1500,180,12.5,-38.7,-70.598,-20.359,-14.258,-26.258,-74.53243398
2500,5,1500,180,12.5,-47.2,-101.698,-25.929,-14.258,-32.458,-74.53243398
3150,5,1500,180,12.5,-60.1,-151.988,-34.757,-45.518,-41.758,-74.53243398
4000,5,1500,180,12.5,-80.4,-234.028,-48.629,-45.518,-55.358,-74.53243398
5000,5,1500,180,12.5,-112.8,-353.648,-72.607,-45.518,-74.758,-74.53243398
6300,5,1500,180,12.5,-158.8,-544.228,-104.137,-162.798,-100.258,-74.53243398
8000,5,1500,180,12.5,-229.6,-847.958,-105.648,-162.798,-129.858,-74.53243398
10000,5,1500,180,12.5,-336.3,-1272.998,-105.667,-162.798,-154.558,-74.53243398
50,7,1500,0,12.5,0.2,5.382,-4.827,2.822,-4.058,-74.53243398
63,7,1500,0,12.5,0.2,4.742,-4.861,2.822,-4.858,-74.53243398
80,7,1500,0,12.5,0.1,3.982,-4.952,2.822,-4.158,-74.53243398
100,7,1500,0,12.5,-0.1,0.222,-5.313,-5.618,-3.458,-74.53243398
125,7,1500,0,12.5,-0.3,-0.598,-5.658,-5.618,-1.858,-74.53243398
160,7,1500,0,12.5,-0.6,-1.568,-6.007,-5.618,-0.158,-74.53243398
200,7,1500,0,12.5,-1,-2.448,-7.287,-7.768,1.142,-74.53243398
250,7,1500,0,12.5,-1.5,-3.288,-7.727,-7.768,1.642,-74.53243398
315,7,1500,0,12.5,-6.9,-4.098,-8.247,-7.768,1.042,-74.53243398
400,7,1500,0,12.5,-9,-4.888,-7.35,-5.678,-1.158,-74.53243398
500,7,1500,0,12.5,-15.6,-5.618,-7.826,-5.678,-3.658,-74.53243398
630,7,1500,0,12.5,-18.6,-6.408,-8.358,-5.678,-3.358,-74.53243398
800,7,1500,0,12.5,-21.4,-7.358,-9.035,-6.238,-4.158,-74.53243398
1000,7,1500,0,12.5,-24.1,-8.478,-10.058,-6.238,-5.358,-74.53243398
1250,7,1500,0,12.5,-27.3,-10.008,-11.45,-6.238,-7.058,-74.53243398
1600,7,1500,0,12.5,-31.6,-12.448,-13.639,-14.258,-9.558,-74.53243398
2000,7,1500,0,12.5,-37.9,-15.798,-17.159,-14.258,-13.458,-74.53243398
2500,7,1500,0,12.5,-46.2,-20.818,-22.729,-14.258,-19.458,-74.53243398
3150,7,1500,0,12.5,-58.8,-28.818,-31.557,-45.518,-28.558,-74.53243398
4000,7,1500,0,12.5,-78.6,-41.758,-45.529,-45.518,-42.058,-74.53243398
5000,7,1500,0,12.5,-110.2,-60.518,-69.407,-45.518,-61.258,-74.53243398
6300,7,1500,0,12.5,-155.2,-90.308,-102.937,-162.798,-86.658,-74.53243398
8000,7,1500,0,12.5,-224.6,-137.668,-105.648,-162.798,-115.958,-74.53243398
10000,7,1500,0,12.5,-330.2,-203.848,-105.667,-162.798,-140.558,-74.53243398
50,7,1500,90,12.5,0.2,5.342,-5.327,2.822,-5.658,-74.53243398
63,7,1500,90,12.5,0.2,4.732,-5.361,2.822,-6.458,-74.53243398
80,7,1500,90,12.5,0.1,4.042,-5.452,2.822,-6.858,-74.53243398
100,7,1500,90,12.5,-0.1,0.362,-5.813,-5.618,-7.358,-74.53243398
125,7,1500,90,12.5,-0.3,-0.328,-6.058,-5.618,-7.458,-74.53243398
160,7,1500,90,12.5,-0.6,-1.098,-6.407,-5.618,-6.958,-74.53243398
200,7,1500,90,12.5,-1,-1.748,-7.787,-7.768,-6.258,-74.53243398
250,7,1500,90,12.5,-1.5,-2.318,-8.227,-7.768,-5.558,-74.53243398
315,7,1500,90,12.5,-6.5,-2.808,-8.747,-7.768,-4.558,-74.53243398
400,7,1500,90,12.5,-10.2,-3.238,-7.75,-5.678,-3.658,-74.53243398
500,7,1500,90,12.5,-16,-3.608,-8.326,-5.678,-3.058,-74.53243398
630,7,1500,90,12.5,-19,-3.978,-8.858,-5.678,-3.058,-74.53243398
800,7,1500,90,12.5,-21.7,-4.398,-9.535,-6.238,-3.858,-74.53243398
1000,7,1500,90,12.5,-24.4,-4.838,-10.558,-6.238,-5.158,-74.53243398
1250,7,1500,90,12.5,-27.5,-5.378,-11.95,-6.238,-7.058,-74.53243398
1600,7,1500,90,12.5,-31.9,-6.128,-14.139,-14.258,-9.558,-74.53243398
2000,7,1500,90,12.5,-38.2,-7.088,-17.659,-14.258,-13.458,-74.53243398
2500,7,1500,90,12.5,-46.5,-8.408,-23.229,-14.258,-19.458,-74.53243398
3150,7,1500,90,12.5,-59,-10.418,-32.057,-45.518,-28.558,-74.53243398
4000,7,1500,90,12.5,-78.8,-13.568,-45.929,-45.518,-42.058,-74.53243398
5000,7,1500,90,12.5,-110.4,-18.028,-69.907,-45.518,-61.258,-74.53243398
6300,7,1500,90,12.5,-155.4,-25.028,-103.137,-162.798,-86.658,-74.53243398
8000,7,1500,90,12.5,-224.9,-36.048,-105.648,-162.798,-115.958,-74.53243398
10000,7,1500,90,12.5,-330.4,-51.358,-105.667,-162.798,-140.558,-74.53243398
50,7,1500,180,12.5,0.2,12.262,-8.027,2.822,-7.058,-74.53243398
63,7,1500,180,12.5,0.2,11.312,-8.061,2.822,-6.758,-74.53243398
80,7,1500,180,12.5,0.1,10.022,-8.152,2.822,-6.658,-74.53243398
100,7,1500,180,12.5,-0.1,5.572,-8.513,-5.618,-6.958,-74.53243398
125,7,1500,180,12.5,-0.3,3.662,-8.858,-5.618,-7.758,-74.53243398
160,7,1500,180,12.5,-0.6,1.092,-9.107,-5.618,-9.258,-74.53243398
200,7,1500,180,12.5,-1,-1.708,-10.487,-7.768,-10.458,-74.53243398
250,7,1500,180,12.5,-1.5,-4.868,-10.927,-7.768,-11.058,-74.53243398
315,7,1500,180,12.5,-6.5,-8.288,-11.447,-7.768,-12.658,-74.53243398
400,7,1500,180,12.5,-10.3,-12.068,-10.45,-5.678,-13.658,-74.53243398
500,7,1500,180,12.5,-16.1,-15.788,-11.026,-5.678,-14.758,-74.53243398
630,7,1500,180,12.5,-19,-20.038,-11.558,-5.678,-16.458,-74.53243398
800,7,1500,180,12.5,-21.7,-25.448,-12.235,-6.238,-18.458,-74.53243398
1000,7,1500,180,12.5,-24.4,-32.178,-13.258,-6.238,-20.758,-74.53243398
1250,7,1500,180,12.5,-27.6,-41.928,-14.65,-6.238,-22.958,-74.53243398
1600,7,1500,180,12.5,-31.9,-58.348,-16.839,-14.258,-25.658,-74.53243398
2000,7,1500,180,12.5,-38.2,-81.518,-20.359,-14.258,-29.758,-74.53243398
2500,7,1500,180,12.5,-46.5,-117.198,-25.929,-14.258,-35.958,-74.53243398
3150,7,1500,180,12.5,-59,-174.898,-34.757,-45.518,-45.158,-74.53243398
4000,7,1500,180,12.5,-78.9,-269.048,-48.629,-45.518,-58.658,-74.53243398
5000,7,1500,180,12.5,-110.4,-406.348,-72.607,-45.518,-77.958,-74.53243398
6300,7,1500,180,12.5,-155.4,-625.128,-104.137,-162.798,-103.458,-74.53243398
8000,7,1500,180,12.5,-224.9,-973.808,-105.648,-162.798,-132.758,-74.53243398
10000,7,1500,180,12.5,-330.4,-1461.758,-105.667,-162.798,-157.358,-74.53243398
50,9,1500,0,12.5,0.2,5.382,-4.827,2.822,-3.858,-74.53243398
63,9,1500,0,12.5,0.2,4.742,-4.861,2.822,-4.658,-74.53243398
80,9,1500,0,12.5,0.1,3.982,-4.952,2.822,-3.658,-74.53243398
100,9,1500,0,12.5,-0.1,0.222,-5.313,-5.618,-2.858,-74.53243398
125,9,1500,0,12.5,-0.3,-0.598,-5.658,-5.618,-1.158,-74.53243398
160,9,1500,0,12.5,-0.6,-1.568,-6.007,-5.618,0.542,-74.53243398
200,9,1500,0,12.5,-1.1,-2.448,-7.287,-7.768,1.542,-74.53243398
250,9,1500,0,12.5,-1.5,-3.288,-7.727,-7.768,1.642,-74.53243398
315,9,1500,0,12.5,-7.3,-4.098,-8.247,-7.768,0.142,-74.53243398
400,9,1500,0,12.5,-8.2,-4.888,-7.35,-5.678,-2.858,-74.53243398
500,9,1500,0,12.5,-15.1,-5.618,-7.826,-5.678,-3.458,-74.53243398
630,9,1500,0,12.5,-18.2,-6.408,-8.358,-5.678,-3.058,-74.53243398
800,9,1500,0,12.5,-21.1,-7.358,-9.035,-6.238,-4.158,-74.53243398
1000,9,1500,0,12.5,-23.8,-8.478,-10.058,-6.238,-5.358,-74.53243398
1250,9,1500,0,12.5,-26.9,-10.008,-11.45,-6.238,-7.058,-74.53243398
1600,9,1500,0,12.5,-31.2,-12.448,-13.639,-14.258,-9.558,-74.53243398
2000,9,1500,0,12.5,-37.4,-15.798,-17.159,-14.258,-13.458,-74.53243398
2500,9,1500,0,12.5,-45.5,-20.818,-22.729,-14.258,-19.458,-74.53243398
3150,9,1500,0,12.5,-57.8,-28.818,-31.557,-45.518,-28.558,-74.53243398
4000,9,1500,0,12.5,-77.1,-41.758,-45.529,-45.518,-42.058,-74.53243398
5000,9,1500,0,12.5,-108,-60.518,-69.407,-45.518,-61.258,-74.53243398
6300,9,1500,0,12.5,-152.1,-90.308,-102.937,-162.798,-86.658,-74.53243398
8000,9,1500,0,12.5,-220.5,-137.668,-105.648,-162.798,-115.958,-74.53243398
10000,9,1500,0,12.5,-324.9,-203.848,-105.667,-162.798,-140.558,-74.53243398
50,9,1500,90,12.5,0.2,5.342,-5.327,2.822,-5.558,-74.53243398
63,9,1500,90,12.5,0.2,4.732,-5.361,2.822,-6.458,-74.53243398
80,9,1500,90,12.5,0.1,4.042,-5.452,2.822,-6.858,-74.53243398
100,9,1500,90,12.5,-0.1,0.372,-5.813,-5.618,-7.358,-74.53243398
125,9,1500,90,12.5,-0.3,-0.318,-6.058,-5.618,-7.458,-74.53243398
160,9,1500,90,12.5,-0.6,-1.078,-6.407,-5.618,-6.958,-74.53243398
200,9,1500,90,12.5,-1.1,-1.718,-7.787,-7.768,-6.358,-74.53243398
250,9,1500,90,12.5,-1.5,-2.278,-8.227,-7.768,-5.558,-74.53243398
315,9,1500,90,12.5,-6.8,-2.758,-8.747,-7.768,-4.658,-74.53243398
400,9,1500,90,12.5,-9.8,-3.178,-7.75,-5.678,-3.758,-74.53243398
500,9,1500,90,12.5,-15.7,-3.528,-8.326,-5.678,-3.058,-74.53243398
630,9,1500,90,12.5,-18.7,-3.888,-8.858,-5.678,-3.058,-74.53243398
800,9,1500,90,12.5,-21.5,-4.288,-9.535,-6.238,-3.858,-74.53243398
1000,9,1500,90,12.5,-24.2,-4.698,-10.558,-6.238,-5.158,-74.53243398
1250,9,1500,90,12.5,-27.3,-5.208,-11.95,-6.238,-7.058,-74.53243398
1600,9,1500,90,12.5,-31.6,-5.908,-14.139,-14.258,-9.558,-74.53243398
2000,9,1500,90,12.5,-37.7,-6.778,-17.659,-14.258,-13.458,-74.53243398
2500,9,1500,90,12.5,-45.8,-7.968,-23.229,-14.258,-19.458,-74.53243398
3150,9,1500,90,12.5,-58.1,-9.758,-32.057,-45.518,-28.558,-74.53243398
4000,9,1500,90,12.5,-77.5,-12.568,-45.929,-45.518,-42.058,-74.53243398
5000,9,1500,90,12.5,-108.3,-16.528,-69.907,-45.518,-61.258,-74.53243398
6300,9,1500,90,12.5,-152.5,-22.718,-103.137,-162.798,-86.658,-74.53243398
8000,9,1500,90,12.5,-220.8,-32.458,-105.648,-162.798,-115.958,-74.53243398
10000,9,1500,90,12.5,-325.2,-45.978,-105.667,-162.798,-140.558,-74.53243398
50,9,1500,180,12.5,0.2,19.622,-8.027,2.822,-8.658,-74.53243398
63,9,1500,180,12.5,0.2,18.592,-8.061,2.822,-9.458,-74.53243398
80,9,1500,180,12.5,0.1,17.172,-8.152,2.822,-9.958,-74.53243398
100,9,1500,180,12.5,-0.1,12.562,-8.513,-5.618,-10.358,-74.53243398
125,9,1500,180,12.5,-0.3,10.412,-8.858,-5.618,-10.758,-74.53243398
160,9,1500,180,12.5,-0.6,7.462,-9.107,-5.618,-11.258,-74.53243398
200,9,1500,180,12.5,-1.1,4.222,-10.487,-7.768,-12.158,-74.53243398
250,9,1500,180,12.5,-1.5,0.532,-10.927,-7.768,-14.558,-74.53243398
315,9,1500,180,12.5,-6.7,-3.488,-11.447,-7.768,-17.458,-74.53243398
400,9,1500,180,12.5,-9.9,-7.968,-10.45,-5.678,-21.158,-74.53243398
500,9,1500,180,12.5,-15.8,-12.388,-11.026,-5.678,-24.058,-74.53243398
630,9,1500,180,12.5,-18.8,-17.428,-11.558,-5.678,-27.258,-74.53243398
800,9,1500,180,12.5,-21.5,-23.868,-12.235,-6.238,-31.958,-74.53243398
1000,9,1500,180,12.5,-24.2,-31.888,-13.258,-6.238,-36.758,-74.53243398
1250,9,1500,180,12.5,-27.3,-43.548,-14.65,-6.238,-41.758,-74.53243398
1600,9,1500,180,12.5,-31.6,-63.198,-16.839,-14.258,-45.758,-74.53243398
2000,9,1500,180,12.5,-37.8,-90.948,-20.359,-14.258,-51.058,-74.53243398
2500,9,1500,180,12.5,-45.9,-133.718,-25.929,-14.258,-58.458,-74.53243398
3150,9,1500,180,12.5,-58.1,-202.908,-34.757,-45.518,-68.858,-74.53243398
4000,9,1500,180,12.5,-77.5,-315.838,-48.629,-45.518,-83.658,-74.53243398
5000,9,1500,180,12.5,-108.4,-480.548,-72.607,-45.518,-104.058,-74.53243398
6300,9,1500,180,12.5,-152.5,-743.028,-104.137,-162.798,-130.658,-74.53243398
8000,9,1500,180,12.5,-220.8,-1161.368,-105.648,-162.798,-161.058,-74.53243398
10000,9,1500,180,12.5,-325.2,-1746.838,-105.667,-162.798,-186.658,-74.53243398
50,3,500,0,2000,0.3,3.32,2.972,2.91,2.94,-65.05104356
63,3,500,0,2000,0.3,3.3,2.837,2.91,3.94,-65.05104356
80,3,500,0,2000,0.3,3.27,2.847,2.91,3.94,-65.05104356
100,3,500,0,2000,0.3,2.34,1.085,0.94,6.74,-65.05104356
125,3,500,0,2000,0.3,2.28,0.94,0.94,4.74,-65.05104356
160,3,500,0,2000,0.2,2.2,0.792,0.94,5.04,-65.05104356
200,3,500,0,2000,0.2,2.1,-0.189,-0.35,3.44,-65.05104356
250,3,500,0,2000,0.2,1.98,-0.329,-0.35,1.04,-65.05104356
315,3,500,0,2000,0.1,1.84,-0.548,-0.35,-2.46,-65.05104356
400,3,500,0,2000,0.1,1.68,0.349,0.2,0.94,-65.05104356
500,3,500,0,2000,0,1.53,0.173,0.2,4.24,-65.05104356
630,3,500,0,2000,-0.1,1.35,-0.059,0.2,5.14,-65.05104356
800,3,500,0,2000,-0.2,1.11,0.264,-0.09,3.54,-65.05104356
1000,3,500,0,2000,-0.4,0.82,-0.16,-0.09,2.74,-65.05104356
1250,3,500,0,2000,-0.6,0.39,-0.651,-0.09,2.44,-65.05104356
1600,3,500,0,2000,-1.1,-0.34,-1.541,-2.89,1.34,-65.05104356
2000,3,500,0,2000,-1.8,-1.37,-2.96,-2.89,-0.16,-65.05104356
2500,3,500,0,2000,-2.8,-2.97,-5.031,-2.89,-2.56,-65.05104356
3150,3,500,0,2000,-4.3,-5.56,-8.459,-13.77,-6.16,-65.05104356
4000,3,500,0,2000,-15.2,-9.8,-13.83,-13.77,-11.56,-65.05104356
5000,3,500,0,2000,-19.7,-15.99,-22.209,-13.77,-19.76,-65.05104356
6300,3,500,0,2000,-25.9,-25.85,-35.039,-54.59,-31.66,-65.05104356
8000,3,500,0,2000,-35.3,-41.57,-54.749,-54.59,-48.46,-65.05104356
10000,3,500,0,2000,-48.7,-63.58,-84.268,-54.59,-70.76,-65.05104356
50,3,500,90,2000,0.3,3.3,2.972,2.91,2.64,-65.05104356
63,3,500,90,2000,0.3,3.3,2.837,2.91,4.54,-65.05104356
80,3,500,90,2000,0.3,3.29,2.847,2.91,6.14,-65.05104356
100,3,500,90,2000,0.3,2.38,1.085,0.94,6.94,-65.05104356
125,3,500,90,2000,0.3,2.36,0.94,0.94,5.44,-65.05104356
160,3,500,90,2000,0.2,2.34,0.792,0.94,4.44,-65.05104356
200,3,500,90,2000,0.2,2.31,-0.189,-0.35,3.54,-65.05104356
250,3,500,90,2000,0.2,2.27,-0.329,-0.35,1.04,-65.05104356
315,3,500,90,2000,0.1,2.23,-0.548,-0.35,-1.46,-65.05104356
400,3,500,90,2000,0.1,2.18,0.349,0.2,-0.76,-65.05104356
500,3,500,90,2000,0,2.14,0.173,0.2,2.54,-65.05104356
630,3,500,90,2000,-0.1,2.09,-0.059,0.2,4.54,-65.05104356
800,3,500,90,2000,-0.2,2.02,0.264,-0.09,4.44,-65.05104356
1000,3,500,90,2000,-0.4,1.93,-0.16,-0.09,3.04,-65.05104356
1250,3,500,90,2000,-0.6,1.81,-0.651,-0.09,2.44,-65.05104356
1600,3,500,90,2000,-1.1,1.59,-1.541,-2.89,1.34,-65.05104356
2000,3,500,90,2000,-1.8,1.29,-2.96,-2.89,-0.16,-65.05104356
2500,3,500,90,2000,-2.8,0.82,-5.031,-2.89,-2.56,-65.05104356
3150,3,500,90,2000,-12.1,0.05,-8.459,-13.77,-6.16,-65.05104356
4000,3,500,90,2000,-15.4,-1.19,-13.83,-13.77,-11.56,-65.05104356
5000,3,500,90,2000,-19.9,-3.01,-22.209,-13.77,-19.76,-65.05104356
6300,3,500,90,2000,-26.1,-5.91,-35.039,-54.59,-31.66,-65.05104356
8000,3,500,90,2000,-35.7,-10.54,-54.749,-54.59,-48.46,-65.05104356
10000,3,500,90,2000,-49.4,-17.01,-84.268,-54.59,-70.76,-65.05104356
50,3,500,180,2000,0.3,3.54,2.972,2.91,1.54,-65.05104356
63,3,500,180,2000,0.3,3.49,2.837,2.91,2.94,-65.05104356
80,3,500,180,2000,0.3,3.4,2.847,2.91,4.54,-65.05104356
100,3,500,180,2000,0.3,2.38,1.085,0.94,5.64,-65.05104356
125,3,500,180,2000,0.3,2.19,0.94,0.94,5.14,-65.05104356
160,3,500,180,2000,0.2,1.91,0.792,0.94,3.54,-65.05104356
200,3,500,180,2000,0.2,1.57,-0.189,-0.35,3.24,-65.05104356
250,3,500,180,2000,0.2,1.17,-0.329,-0.35,1.14,-65.05104356
315,3,500,180,2000,0.1,0.72,-0.548,-0.35,-0.76,-65.05104356
400,3,500,180,2000,0.1,0.2,0.349,0.2,-0.46,-65.05104356
500,3,500,180,2000,0,-0.32,0.173,0.2,1.34,-65.05104356
630,3,500,180,2000,-0.1,-0.92,-0.059,0.2,3.54,-65.05104356
800,3,500,180,2000,-0.2,-1.7,0.264,-0.09,4.24,-65.05104356
1000,3,500,180,2000,-0.4,-2.67,-0.16,-0.09,3.24,-65.05104356
1250,3,500,180,2000,-0.6,-4.1,-0.651,-0.09,2.44,-65.05104356
1600,3,500,180,2000,-1.1,-6.54,-1.541,-2.89,1.34,-65.05104356
2000,3,500,180,2000,-1.8,-9.98,-2.96,-2.89,-0.16,-65.05104356
2500,3,500,180,2000,-2.8,-15.32,-5.031,-2.89,-2.56,-65.05104356
3150,3,500,180,2000,-12.1,-23.96,-8.459,-13.77,-6.16,-65.05104356
4000,3,500,180,2000,-15.4,-38.09,-13.83,-13.77,-11.56,-65.05104356
5000,3,500,180,2000,-19.9,-58.71,-22.209,-13.77,-19.76,-65.05104356
6300,3,500,180,2000,-26.2,-91.58,-35.039,-54.59,-31.66,-65.05104356
8000,3,500,180,2000,-35.7,-143.99,-54.749,-54.59,-48.46,-65.05104356
10000,3,500,180,2000,-49.4,-217.36,-84.268,-54.59,-70.76,-65.05104356
50,5,500,0,2000,0.3,3.32,2.972,2.91,-0.66,-65.05104356
63,5,500,0,2000,0.3,3.3,2.837,2.91,5.64,-65.05104356
80,5,500,0,2000,0.3,3.27,2.847,2.91,7.94,-65.05104356
100,5,500,0,2000,0.3,2.34,1.085,0.94,6.74,-65.05104356
125,5,500,0,2000,0.3,2.28,0.94,0.94,4.44,-65.05104356
160,5,500,0,2000,0.2,2.2,0.792,0.94,5.34,-65.05104356
200,5,500,0,2000,0.2,2.1,-0.189,-0.35,3.34,-65.05104356
250,5,500,0,2000,0.2,1.98,-0.329,-0.35,0.04,-65.05104356
